,0
0,0.2637648284435272
1,0.27954337000846863
2,0.3067779242992401
3,0.2949815094470978
4,0.179591566324234
5,0.05976352095603943
6,0.261936753988266
7,0.3970912992954254
8,0.37674030661582947
9,0.3880239725112915
10,0.37628161907196045
11,0.1751081347465515
12,0.039218150079250336
13,0.3194356858730316
14,0.4221002161502838
15,0.3912731409072876
16,0.39582231640815735
17,0.3855476379394531
18,0.15354174375534058
19,0.04050218313932419
20,0.34885507822036743
21,0.42094820737838745
22,0.39213234186172485
23,0.3989066183567047
24,0.3901444673538208
25,0.14652413129806519
26,0.03821195662021637
27,0.35542258620262146
28,0.4158925414085388
29,0.39127177000045776
30,0.39057743549346924
31,0.3681105971336365
32,0.11811939626932144
33,0.052059583365917206
34,0.3731003403663635
35,0.4073808193206787
36,0.3905623257160187
37,0.3895319998264313
38,0.35922324657440186
39,0.10000333935022354
40,0.06037165969610214
41,0.3835921287536621
42,0.40045371651649475
43,0.3891238868236542
44,0.38856041431427
45,0.3507366180419922
46,0.08761879056692123
47,0.06947494298219681
48,0.38995805382728577
49,0.395388126373291
50,0.3883190453052521
51,0.38852062821388245
52,0.34400174021720886
53,0.07949232310056686
54,0.07785732299089432
55,0.39429306983947754
56,0.3923688232898712
57,0.3884289562702179
58,0.3894099295139313
59,0.3392307460308075
60,0.07435508817434311
61,0.08505696803331375
62,0.3976370394229889
63,0.3908884823322296
64,0.3891409933567047
65,0.39064815640449524
66,0.33592137694358826
67,0.07106053084135056
68,0.09087110310792923
69,0.4001997709274292
70,0.3902476727962494
71,0.39004701375961304
72,0.39192667603492737
73,0.3336297571659088
74,0.06893029063940048
75,0.0953945741057396
76,0.4021376371383667
77,0.3900364339351654
78,0.3909232020378113
79,0.3930652439594269
80,0.33202868700027466
81,0.06753671914339066
82,0.09883206337690353
83,0.40357670187950134
84,0.3900222182273865
85,0.3916766345500946
86,0.39400291442871094
87,0.33089932799339294
88,0.06661137193441391
89,0.1014091745018959
90,0.40463581681251526
91,0.3900879919528961
92,0.3922877311706543
93,0.39474281668663025
94,0.33009690046310425
95,0.06598591059446335
96,0.10332529991865158
97,0.4054144620895386
98,0.39017799496650696
99,0.3927670121192932
100,0.39531153440475464
101,0.32952237129211426
102,0.06555629521608353
103,0.10474326461553574
104,0.40598544478416443
105,0.39026543498039246
106,0.39313390851020813
107,0.39574143290519714
108,0.329108864068985
109,0.0652565136551857
110,0.10578957945108414
111,0.4064044952392578
112,0.39034104347229004
113,0.39341118931770325
114,0.39606302976608276
115,0.32880890369415283
116,0.06504390388727188
117,0.10655995458364487
118,0.4067107141017914
119,0.3904015123844147
120,0.3936178684234619
121,0.3963014781475067
122,0.32859006524086
123,0.06489179283380508
124,0.1071268692612648
125,0.4069351255893707
126,0.39044836163520813
127,0.3937709331512451
128,0.39647772908210754
129,0.32843008637428284
130,0.06478176265954971
131,0.10754425078630447
132,0.40710002183914185
133,0.3904840350151062
134,0.39388447999954224
135,0.3966076672077179
136,0.3283125162124634
137,0.06470199674367905
138,0.1078517809510231
